title,company,location,salary,description,requirements,contact,archetype,label,source
Sales Executive - Chennai,Reliance Life Insurance,"Chennai, Tamil Nadu","₹3.5-6 LPA (₹35,000 - 60,000 per month)","Reliance Life Insurance, one of India's leading life insurance companies, is seeking a highly motivated and results-driven Sales Executive to join our team in Chennai. As a Sales Executive, you will be responsible for selling life insurance policies to individuals and families, and growing our business in the region.","About the role:

We are looking for a Sales Executive who can effectively communicate with customers, understand their insurance needs, and provide them with tailored solutions. The ideal candidate will have a strong understanding of life insurance products and be able to articulate the benefits to customers.

Responsibilities:

- Meet or exceed sales targets through effective sales strategies and customer engagement
- Build and maintain relationships with existing customers to upsell and cross-sell insurance products
- Conduct needs analysis to identify potential customers and develop sales strategies
- Stay up-to-date with industry trends and regulatory requirements
- Collaborate with internal teams, such as underwriting and claims, to resolve customer queries and concerns

Requirements:

- Bachelor's degree in Business, Marketing, or a related field
- 2-5 years of sales experience in the insurance industry
- Strong understanding of life insurance products and their features
- Excellent communication and interpersonal skills
- Ability to work in a fast-paced environment and meet sales targets
- Proficiency in Microsoft Office, including Excel, Word, and PowerPoint

What we offer:

- Competitive salary and incentives
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Comprehensive benefits package, including health insurance and retirement plan",reshma.patel@relianceinsurance.co.in,legitimate,0,synthetic_legitimate
HR Business Partner,TechNexus Solutions Private Limited,"Gurugram, Haryana",₹8-13 LPA,"About the role:

We are looking for an experienced HR Business Partner to join our team in Gurugram. The ideal candidate will have a strong background in HR operations, with a focus on talent management, employee engagement, and organizational development.

Responsibilities:

- Develop and implement HR strategies that align with the company's business objectives
- Conduct regular employee engagement surveys and recommend improvements
- Collaborate with department heads to design and deliver training programs
- Manage employee relations, including resolving conflicts and addressing employee concerns
- Analyze HR metrics and provide insights to inform business decisions
- Collaborate with hiring managers to develop job descriptions and interview processes
- Manage the recruitment process, including sourcing, screening, and onboarding
- Develop and maintain HR policies and procedures
- Stay up-to-date with changing employment laws and regulations
- Collaborate with the leadership team to develop and implement company-wide initiatives

Requirements:

- Bachelor's degree in HR or related field
- Minimum 8 years of experience in HR, with at least 3 years in a business partner role
- Proven track record of developing and implementing successful HR initiatives
- Strong analytical and problem-solving skills
- Excellent communication and interpersonal skills
- Ability to work in a fast-paced environment and prioritize multiple tasks
- Strong knowledge of Indian employment laws and regulations

What we offer:

- Competitive salary and benefits package
- Opportunity to work with a dynamic and growing company
- Collaborative and supportive work environment
- Professional development opportunities

Contact:

For more information, please email [hr@technexus.in](mailto:hr@technexus.in) or visit our website at [www.technexus.com/careers](http://www.technexus.com/careers).","Bachelor's degree in HR or related field, Minimum 8 years of experience in HR, with at least 3 years in a business partner role, Proven track record of developing and implementing successful HR initiatives, Strong analytical and problem-solving skills, Excellent communication and interpersonal skills, Ability to work in a fast-paced environment and prioritize multiple tasks, Strong knowledge of Indian employment laws and regulations",hr@technexus.in,legitimate,0,synthetic_legitimate
Data Analyst - Business Insights,Finzo Analytics,"Hyderabad, Telangana",₹6-10 LPA,Finzo Analytics is a leading fintech firm that provides data-driven insights to financial institutions. We are seeking a highly motivated and detail-oriented Data Analyst to join our team.,"About the Role:
We are looking for a Data Analyst to work closely with our business stakeholders to identify key business drivers and provide actionable insights. The successful candidate will have strong analytical skills, excellent communication skills, and a keen eye for detail.

Responsibilities:
- Analyze large datasets to identify trends and patterns
- Develop and maintain dashboards to track key performance indicators
- Collaborate with cross-functional teams to implement data-driven decisions
- Provide regular business insights and recommendations to senior leadership
- Stay up-to-date with industry trends and emerging technologies

Requirements:
- Bachelor's degree in Mathematics, Statistics, or Computer Science
- 3+ years of experience in data analysis or a related field
- Proficiency in SQL, Python, and Excel
- Strong understanding of statistical concepts and machine learning algorithms
- Excellent communication and presentation skills
- Ability to work in a fast-paced environment and meet tight deadlines

What we offer:
- Competitive salary and benefits package
- Opportunities for growth and professional development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance",suresh.kumar@finzoanalytics.com,legitimate,0,synthetic_legitimate
Sales Executive - Insurance,Star Assurance Private Limited,"Chennai, Tamil Nadu",₹3.5 - ₹6 LPA,"About the role: We are seeking an experienced Sales Executive to join our team in Chennai. As a Sales Executive, you will be responsible for driving sales growth by identifying and acquiring new business opportunities, developing and maintaining relationships with existing clients, and meeting or exceeding sales targets.","Responsibilities: 
* Identify and pursue new business opportunities through research, cold calling, and networking. 
* Develop and maintain relationships with existing clients to increase sales and customer retention. 
* Meet or exceed monthly, quarterly, and annual sales targets. 
* Collaborate with the sales team to share best practices, ideas, and insights. 
* Stay up-to-date with industry trends, competitor activity, and market conditions. 
* Maintain accurate records of all sales interactions, including client contacts, sales calls, and follow-up actions. 
* Adhere to company policies, procedures, and compliance guidelines. 
* Perform other duties as assigned by the sales manager.",hr@starassurance.co.in,legitimate,0,synthetic_legitimate
Financial Analyst - Asset Management,Himalayan Finance Co. Pvt. Ltd.,Mumbai,₹7–11 LPA,"At Himalayan Finance Co. Pvt. Ltd., we are dedicated to providing innovative financial solutions to our clients. We are seeking an experienced Financial Analyst to join our Asset Management team.","About the role:

We are looking for a detail-oriented and analytical Financial Analyst to support our asset management team in analyzing financial data, identifying trends, and making informed investment decisions.
Responsibilities:

- Analyze financial data to identify trends and opportunities for investment
- Develop and maintain financial models to forecast asset performance
- Conduct due diligence on potential investments
- Collaborate with investment teams to identify and evaluate investment opportunities
- Develop and implement strategies to optimize portfolio performance
Requirements:

- Bachelor's degree in Finance, Accounting, or related field
- 5+ years of experience in financial analysis, preferably in asset management
- Strong analytical and problem-solving skills
- Proficient in financial modeling tools such as Excel, Bloomberg, and Financial Modeling
- Excellent communication and presentation skills
- Knowledge of financial regulations and compliance
What we offer:

- Competitive salary package
- Opportunity to work with a leading NBFC
- Collaborative and dynamic work environment
- Professional growth and development opportunities
- Comprehensive health insurance and other benefits",hr@himalayanfinance.co.in,legitimate,0,synthetic_legitimate
UX Designer,Greenify Technologies,"Bengaluru, Karnataka",₹7–12 LPA,"Greenify Technologies is a product startup focused on creating sustainable and eco-friendly solutions for urban living. We're a team of innovators, designers, and engineers passionate about making a difference.","About the role
We're looking for a talented UX Designer to join our product team and help shape the user experience of our flagship product. As a UX Designer at Greenify, you will be responsible for creating intuitive and engaging user interfaces that solve real-world problems.
Responsibilities
- Collaborate with cross-functional teams to understand product requirements and user needs
- Conduct user research and analysis to inform design decisions
- Develop and implement design concepts, prototypes, and high-fidelity designs
- Work closely with engineering teams to ensure seamless design implementation
- Conduct usability testing and gather feedback to iterate and improve designs
- Stay up-to-date with industry trends, best practices, and emerging technologies
Requirements
- 3+ years of experience in UX design, preferably in a product startup or tech company
- Bachelor's degree in Design, Human-Computer Interaction, or a related field
- Portfolio showcasing design experience, including case studies and examples of user research and testing
- Strong understanding of human-centered design principles, design thinking, and user experience methodologies
- Excellent communication and collaboration skills, with the ability to work effectively with stakeholders at all levels
- Proficiency in design tools such as Sketch, Figma, Adobe XD, and InVision
- Experience with front-end development and HTML/CSS is a plus
What we offer
- Competitive salary and bonus structure
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Flexible working hours and remote work options
- Access to cutting-edge technology and tools
Contact
rahul.greenify@gmail.com (Not for application, contact via greenifytech.com/careers)
",careers@greenifytech.com,legitimate,0,synthetic_legitimate
Marketing Executive,Green Earth Naturals Pvt. Ltd.,"Mumbai, Maharashtra",₹4-₹7 Lacs Per Annum,"Join Green Earth Naturals Pvt. Ltd. as a Marketing Executive and be a part of our journey to revolutionize the FMCG industry with our sustainable and eco-friendly products. Our company is a leading D2C brand in India, and we're expanding our marketing team to fuel our growth.","About the role:

We are looking for a skilled Marketing Executive to lead our marketing efforts, develop and execute marketing strategies, and drive brand awareness. The ideal candidate will have 3+ years of experience in marketing, a proven track record of success, and a strong understanding of the FMCG industry.

Responsibilities:

- Develop and execute marketing plans to achieve business objectives
- Manage and execute marketing campaigns across various channels (social media, email, events, etc.)
- Collaborate with the sales team to align marketing efforts with sales targets
- Analyze market trends and competitor activity to inform marketing strategies
- Manage and maintain relationships with vendors and suppliers
- Stay up-to-date with industry trends and best practices

Requirements:

- Bachelor's degree in Marketing or related field
- 3+ years of experience in marketing, preferably in the FMCG industry
- Proven track record of success in marketing, with measurable results
- Strong understanding of the FMCG industry, including market trends and competitor activity
- Excellent communication and project management skills
- Ability to work in a fast-paced environment and adapt to changing priorities
- Strong analytical and problem-solving skills
- Proficiency in MS Office and Google Suite

What we offer:

- Competitive salary range of ₹4-₹7 Lacs Per Annum
- Opportunity to work with a leading D2C brand in India
- Collaborative and dynamic work environment
- Professional development opportunities
- Recognition and rewards for outstanding performance",careers@greenearthnaturals.com,legitimate,0,synthetic_legitimate
UX Designer,EcoCycle Technologies Pvt. Ltd.,"Bengaluru, Karnataka",₹7–12 Lacs Per Annum,EcoCycle Technologies Pvt. Ltd. is a product startup that aims to revolutionize waste management through innovative technology solutions. We are seeking an experienced UX Designer to join our team and help us create user-centric products that drive real impact.,"About the role:
We are looking for a UX Designer who can work closely with our cross-functional teams to design and deliver exceptional user experiences. The ideal candidate will have a passion for user research, a keen eye for detail, and the ability to collaborate effectively with stakeholders.

Responsibilities:
- Conduct user research to inform design decisions
- Develop wireframes, prototypes, and high-fidelity designs for web and mobile applications
- Collaborate with our product and engineering teams to ensure seamless handoffs and timely delivery
- Conduct usability testing and gather feedback to iterate and improve designs
- Stay up-to-date with the latest design trends and best practices

Requirements:
- 4+ years of experience in UX design for product companies
- Strong portfolio showcasing user-centered design solutions
- Excellent communication and collaboration skills
- Proficiency in design tools such as Sketch, Figma, and Adobe XD
- Experience with usability testing and A/B testing
- Bachelor's degree in Design, Human-Computer Interaction, or a related field

What we offer:
- Competitive salary and benefits package
- Opportunity to work on cutting-edge projects with a talented team
- Flexible work arrangements and remote work options
- Professional development opportunities and training budget
- Collaborative and dynamic work environment
- Access to the latest design tools and technologies
- Recognition and rewards for outstanding performance",hr@ecocycle.in,legitimate,0,synthetic_legitimate
Software Engineer - Backend Development,Virtusa Corporation,"Bengaluru, Karnataka",₹12-14 Lacs Per Annum,"At Virtusa Corporation, we're on a mission to create a world where technology empowers human potential. Our team of talented professionals is shaping the future of software development, and we're excited to welcome a new Software Engineer to join our ranks.","About the role
Virtusa Corporation is seeking a skilled and enthusiastic Software Engineer to join our Backend Development team. As a key member of our team, you will be responsible for designing, developing, and deploying high-quality software solutions for our clients. Responsibilities
- Design and develop scalable, efficient, and secure backend systems using Java, Spring Boot, and RESTful APIs
- Collaborate with cross-functional teams to identify and resolve technical issues
- Participate in code reviews and ensure adherence to coding standards
- Troubleshoot and resolve technical issues in a timely and effective manner
- Stay up-to-date with industry trends and emerging technologies to improve our software development processes
Requirements
- Bachelor's degree in Computer Science or related field
- 4-6 years of experience in Backend Development using Java and Spring Boot
- Strong understanding of data structures, algorithms, and software design patterns
- Excellent problem-solving skills and attention to detail
- Strong communication and collaboration skills
- Experience with containerization using Docker and container orchestration using Kubernetes
- Familiarity with cloud-based platforms such as AWS or Azure
What we offer
- Competitive salary and benefits package
- Opportunities for growth and professional development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance
- Flexible working hours and remote work options
- Access to cutting-edge technologies and tools
- Annual bonuses and performance-based incentives
- Comprehensive health insurance and wellness programs
- Employee assistance programs and mental health support
- Access to on-site fitness centers and recreational facilities
- Paid time off and holidays
- Professional development opportunities and training programs
Contact
rahul.kumar@virtusa.com
+91 98450 12345","Rahul Kumar, Talent Acquisition Manager | rahul.kumar@virtusa.com | +91 98450 12345",legitimate,0,synthetic_legitimate
Operations Manager,Pune-based Aditya Logistics Pvt. Ltd.,"Pune, MH","₹7–12 LPA (Annual Gross salary ₹7,00,000 - ₹12,00,000)","About the Role:

Aditya Logistics Pvt. Ltd., a leading manufacturing and logistics company, is seeking an experienced Operations Manager to oversee the smooth functioning of our day-to-day operations. As a key member of our management team, you will be responsible for ensuring the efficient management of resources, planning, and execution of logistics activities.","Responsibilities:

- Manage and optimize the daily operations of multiple warehouses and distribution centers to ensure timely and cost-effective delivery of goods.
- Develop and implement new processes and procedures to improve efficiency and productivity.
- Oversee the planning, coordination, and execution of logistics activities, including transportation, warehousing, and inventory management.
- Supervise a team of logistics staff and provide training and guidance as needed.
- Analyze and resolve operational issues and implement corrective actions.

Requirements:

- Bachelor's degree in Operations Management, Supply Chain Management, or related field.
- Minimum 5 years of experience in operations management, preferably in the manufacturing or logistics industry.
- Strong analytical and problem-solving skills, with the ability to analyze data and make informed decisions.
- Excellent communication and leadership skills, with the ability to motivate and direct a team.
- Proficiency in MS Office, with experience in using logistics software and systems (e.g., SAP, Oracle).

What we offer:

- Competitive salary range ₹7–12 LPA.
- Opportunities for professional growth and development.
- Collaborative and dynamic work environment.
- Comprehensive benefits package, including health insurance and retirement plan.
- Access to the latest technology and software.

Contact Information:

For more information, please contact:

[hrrecruitment@adityalogistics.co.in](mailto:hrrecruitment@adityalogistics.co.in)

Phone: 020 41234567","email: hrrecruitment@adityalogistics.co.in, phone: 020 41234567",legitimate,0,synthetic_legitimate
HR Business Partner,TechVista Solutions Pvt. Ltd.,Gurugram,₹8-13 LPA,"About the role:

TechVista Solutions Pvt. Ltd. is a leading provider of IT services, with a strong presence in the Indian market. We are seeking an experienced HR Business Partner to join our team, who will be responsible for providing strategic HR support to our business leaders and driving business growth through effective HR interventions.","Responsibilities:

- Develop and implement HR strategies aligned with business objectives, to drive employee engagement and retention.
- Provide HR support to business leaders, including recruitment, talent management, and performance management.
- Analyze HR metrics and provide data-driven insights to inform business decisions.
- Collaborate with cross-functional teams to drive business outcomes.
- Develop and maintain relationships with stakeholders, including employees, managers, and external partners.

Requirements:

- 8+ years of experience in HR, with a focus on strategic business partnering.
- Master's degree in HR or related field.
- Proven track record of driving business growth through effective HR interventions.
- Strong knowledge of HR principles, practices, and laws.
- Excellent communication, interpersonal, and analytical skills.
- Ability to work in a fast-paced environment, with multiple priorities and deadlines.
- Strong business acumen and understanding of the IT services industry.

What we offer:

- Competitive salary and benefits package.
- Opportunity to work with a leading IT services company.
- Collaborative and dynamic work environment.
- Professional growth and development opportunities.
- Recognition and rewards for outstanding performance.",hr.recruitment@techvistasolutions.com,legitimate,0,synthetic_legitimate
HR Business Partner,TechNova Solutions Pvt Ltd,"Gurugram, Haryana",₹8–13 LPA,TechNova Solutions is a leading IT services company that empowers businesses to succeed in a rapidly changing world. We are seeking an experienced HR Business Partner to join our team.,"About the Role:
We are looking for a seasoned HR Business Partner to support our business leaders in driving organizational performance and growth. The successful candidate will have a deep understanding of HR best practices, strong analytical skills, and excellent communication abilities.

Responsibilities:
- Provide strategic HR advice to business leaders on talent management, employee engagement, and organizational development
- Develop and implement HR programs to drive business outcomes, such as diversity and inclusion initiatives and employee recognition programs
- Analyze HR metrics and provide insights to inform business decisions
- Collaborate with cross-functional teams to drive business growth and improvement
- Develop and manage budgets for HR initiatives and programs
Requirements:
- Bachelor's degree in Human Resources or related field
- 8+ years of experience in HR, with a focus on business partnership
- Strong analytical and problem-solving skills, with experience in data analysis and metrics
- Excellent communication and interpersonal skills, with experience in stakeholder management
- Proven track record of driving business outcomes through HR initiatives
- Certification in HR (e.g., PHR, SPHR) a plus

What We Offer:
- Competitive salary and benefits package
- Opportunity to work with a leading IT services company
- Collaborative and dynamic work environment
- Professional development opportunities, including training and mentorship
- Recognition and rewards for outstanding performance
Contact:
For more information, please email [hrbusinesspartner@technovasolutions.com](mailto:hrbusinesspartner@technovasolutions.com) or visit our website at technovasolutions.com/careers",hrbusinesspartner@technovasolutions.com,legitimate,0,synthetic_legitimate
Financial Analyst - Asset Management,HDFC Bank Limited,"Mumbai, Maharashtra",₹7-11 LPA,"At HDFC Bank, we are committed to delivering exceptional banking experiences to our customers. We are seeking a talented Financial Analyst to join our Asset Management team.","About the role:
   We are looking for a Financial Analyst to support our Asset Management team in analyzing financial data, creating financial models, and providing insights to support business decisions. The ideal candidate will have a strong understanding of financial markets, instruments, and regulations.

Responsibilities:
- Analyze financial data and create financial models to support business decisions
- Develop and maintain financial reports and dashboards to provide insights to stakeholders
- Collaborate with the investment team to analyze investment opportunities and provide financial due diligence
- Conduct market research and analysis to identify trends and opportunities
- Develop and implement financial policies and procedures to ensure compliance with regulatory requirements

Requirements:
- Bachelor's degree in Finance, Accounting, or related field
- 3-5 years of experience in financial analysis, asset management, or a related field
- Strong understanding of financial markets, instruments, and regulations
- Proficient in Excel, financial modeling, and data analysis
- Excellent communication and presentation skills
- Ability to work in a team environment and collaborate with cross-functional teams

What we offer:
- Competitive salary and benefits package
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Recognition and rewards for outstanding performance
- Access to cutting-edge technology and tools",rahul.patel@hdfcbank.com,legitimate,0,synthetic_legitimate
Financial Analyst - Asset Management,Hindustan Financial Services Ltd.,"Mumbai, Maharashtra",₹7-11 LPA,Hindustan Financial Services Ltd. is a leading Non-Banking Financial Company (NBFC) based in Mumbai. We are committed to providing innovative financial solutions to our customers.,"About the Role:
The Financial Analyst will be responsible for analyzing financial data to inform business decisions and drive growth.
Responsibilities:
- Analyze financial reports, statements, and forecasts to identify trends and areas for improvement.
- Develop and maintain financial models to support business planning and decision-making.
- Collaborate with cross-functional teams to identify areas for cost savings and efficiency improvements.
- Provide financial analysis and insights to support business development initiatives.
- Develop and manage budgets and forecasts for business units.
- Analyze market trends and competitor activity to inform business strategies.

Requirements:
- Bachelor's degree in Finance, Accounting, or related field.
- 3-5 years of experience in financial analysis or a related field.
- Proficiency in financial modeling, data analysis, and financial reporting.
- Strong analytical and problem-solving skills.
- Excellent communication and interpersonal skills.
- Ability to work in a fast-paced environment and prioritize multiple tasks.
- Familiarity with financial software and tools (e.g., Excel, Financial Planning and Analysis (FP&A) software).

What we offer:
- Competitive salary and benefits package.
- Opportunities for professional growth and development.
- Collaborative and dynamic work environment.
- Recognition and reward for outstanding performance.
- Comprehensive training and support to ensure success in the role.",hr@hindustanfs.com,legitimate,0,synthetic_legitimate
HR Business Partner,CyberGenie Solutions Pvt. Ltd.,Gurugram,₹8.5-13 LPA,"About the role:
Join us as an HR Business Partner at CyberGenie Solutions Pvt. Ltd. and take on a pivotal role in driving our company's strategic initiatives. You will be responsible for partnering with senior leaders to develop and implement HR initiatives that drive business outcomes. This is an exciting opportunity for an experienced HR professional to join our team and contribute to our growth journey.","Responsibilities:
- Develop and implement HR strategies that align with business objectives
- Partner with senior leaders to design and deliver training programs
- Analyze data to inform HR decisions and provide insights to stakeholders
- Collaborate with the recruitment team to source top talent
- Provide counsel on employee relations, performance management, and benefits administration
- Stay up-to-date with industry trends and best practices in HR
- Develop and maintain relationships with external partners and vendors
- Ensure compliance with all relevant labor laws and regulations

Requirements:
- Master's degree in Business Administration or Human Resources
- Minimum 8 years of experience in HR, with at least 3 years in a business partner role
- Proven track record of developing and implementing HR strategies that drive business outcomes
- Strong analytical and problem-solving skills
- Excellent communication and interpersonal skills
- Ability to work in a fast-paced environment and prioritize multiple tasks
- Proficiency in MS Office, including Excel, Word, and PowerPoint
- Familiarity with HRIS systems, such as Workday or Oracle HCM
- Knowledge of Indian labor laws and regulations
- Certification in HR, such as PHR or SPHR, is a plus

What we offer:
- Competitive salary range: ₹8.5-13 LPA
- Opportunity to work with a leading IT services company
- Collaborative and dynamic work environment
- Professional development opportunities
- Recognition and rewards for outstanding performance
- Comprehensive benefits package, including medical insurance, retirement plan, and paid time off
- Flexible work arrangements, including work-from-home options",hr@cybergenie.com,legitimate,0,synthetic_legitimate
Content Writer (Remote),EduSpark - A leading EdTech startup,Remote (Flexible work arrangements),"₹3-5,00,000 per annum","Join EduSpark, an innovative EdTech startup that empowers students through personalized learning experiences. We're seeking an experienced Content Writer to create high-quality, engaging content for our online platforms.","About the role:
EduSpark is looking for a skilled Content Writer to create compelling, informative content for our online courses, blogs, and social media channels. As a Content Writer, you will be responsible for researching and writing engaging articles, blog posts, and course content that resonates with our target audience.
Responsibilities:
- Develop and implement content strategies that align with our brand values and marketing objectives
- Research and write high-quality, engaging content for various formats (blog posts, articles, course content, social media)
- Edit and proofread content to ensure accuracy, grammar, and tone
- Collaborate with cross-functional teams (design, product, marketing) to ensure seamless content integration
- Stay up-to-date with industry trends and best practices
Requirements:
- 3+ years of experience in content writing, preferably in the EdTech or education sector
- Strong portfolio showcasing writing skills, creativity, and attention to detail
- Excellent research and interviewing skills
- Ability to work independently and as part of a team
- Strong understanding of SEO principles and content optimization
- Familiarity with content management systems (CMS)
- Strong analytical and problem-solving skills
- Ability to meet deadlines and manage multiple projects simultaneously
What we offer:
- Competitive salary (₹3-5,00,000 per annum)
- Flexible work arrangements (remote work options)
- Opportunities for growth and professional development
- Collaborative, dynamic work environment
- Recognition and rewards for outstanding performance
- Access to the latest technology and tools
Contact: For more information, please email [career@edusparks.in](mailto:career@edusparks.in) with your resume, cover letter, and writing samples.",career@edusparks.in,legitimate,0,synthetic_legitimate
Content Writer,Edify Learning Solutions,Remote (India),₹3–5 LPA,Edify Learning Solutions is a leading edtech startup that aims to make education accessible to all. We're seeking a skilled Content Writer to join our team.,"About the role:
We're looking for a talented Content Writer to create engaging and informative content for our website, blog, and social media channels. The ideal candidate will have a strong writing background, excellent research skills, and the ability to work independently.

Responsibilities:
- Conduct research and create high-quality content for our website and blog
- Develop and implement a content strategy to drive engagement and traffic
- Collaborate with designers and developers to create visually appealing content
- Stay up-to-date with industry trends and best practices in content writing

Requirements:
- 3+ years of experience in content writing
- Bachelor's degree in English, Communication, or a related field
- Excellent writing and editing skills
- Strong research and analytical skills
- Ability to work independently and as part of a team
- Familiarity with content management systems (CMS)

What we offer:
- Competitive salary range of ₹3–5 LPA
- Opportunity to work with a dynamic and growing edtech startup
- Flexible work-from-home policy
- Collaborative and supportive work environment",hr@edify.in,legitimate,0,synthetic_legitimate
Content Writer,Edify Learning Pvt. Ltd.,Remote,₹3-5 LPA,Edify Learning is a leading edtech startup that empowers students with personalized learning experiences. We're seeking a skilled Content Writer to craft engaging educational content for our platform.,"About the role:
Edify Learning is looking for a talented Content Writer to create high-quality, engaging content for our students. As a Content Writer, you will be responsible for researching and writing educational articles, blog posts, and other content that aligns with our brand voice and tone.

Responsibilities:
- Conduct research and create well-structured, informative content on various educational topics
- Develop engaging content that resonates with our target audience
- Collaborate with our design team to create visually appealing content
- Review and edit content to ensure accuracy and quality
- Stay up-to-date with industry trends and developments

Requirements:
- 3+ years of experience in content writing or a related field
- Bachelor's degree in English, Communications, or a related field
- Excellent writing and editing skills
- Strong research and analytical skills
- Ability to work independently and as part of a team
- Familiarity with content management systems (CMS)

What we offer:
- Competitive salary and benefits package
- Opportunity to work with a dynamic and growing edtech company
- Collaborative and supportive work environment
- Flexible remote work arrangement
- Professional development opportunities",careers@edifylearning.com,legitimate,0,synthetic_legitimate
Data Analyst - Financial Insights Team,FinSecure Analytics Pvt. Ltd.,"Hyderabad, Telangana",₹6.5 - 9.5 LPA (CTC),"Join FinSecure Analytics, a leading fintech firm dedicated to making financial services accessible and transparent. We're seeking a skilled Data Analyst to drive business growth through data-driven insights.","About the role:

We're looking for a detail-oriented Data Analyst to join our Financial Insights Team. As a Data Analyst, you will play a key role in analyzing and interpreting complex financial data to inform business decisions.

Responsibilities:

- Develop and maintain databases, data visualizations, and reports to support business strategy
- Analyze large datasets to identify trends, patterns, and insights
- Collaborate with cross-functional teams to integrate data into business decisions
- Design and implement data quality checks to ensure data accuracy
- Develop and maintain data models to support predictive analytics

Requirements:

- B.E./B.Tech or M.Sc. in Computer Science, Statistics, or Mathematics
- 3+ years of experience in data analysis or a related field
- Proficiency in SQL, Python, and data visualization tools (Tableau, Power BI)
- Experience with cloud-based data platforms (AWS, GCP, Azure)
- Strong analytical and problem-solving skills
- Excellent communication and collaboration skills

What we offer:

- Competitive salary and benefits package
- Opportunities for professional growth and development
- Collaborative and dynamic work environment
- Flexible working hours and remote work options
- Recognition and reward for outstanding performance",dataanalyst@finsureanalytics.com,legitimate,0,synthetic_legitimate
Operations Manager - Manufacturing,Pune Metals Pvt. Ltd.,Pune,₹7–12 LPA,"Pune Metals Pvt. Ltd., a leading manufacturer of metal products, is seeking an experienced Operations Manager to join our team. The successful candidate will be responsible for overseeing the day-to-day operations of the manufacturing facility, ensuring optimal efficiency, productivity, and quality standards.","About the role:

We are looking for a seasoned Operations Manager to lead our manufacturing team. The ideal candidate will have a strong background in operations management, with a proven track record of improving efficiency and productivity.

Responsibilities:

* Oversee the daily operations of the manufacturing facility, ensuring adherence to quality and safety standards.
* Develop and implement processes to improve efficiency and productivity.
* Lead a team of production staff, providing guidance and support to ensure smooth operations.
* Collaborate with other departments to ensure seamless communication and coordination.
* Analyze data to identify areas for improvement and implement changes accordingly.

Requirements:

* Bachelor's degree in Operations Management, Engineering, or related field.
* Minimum 8 years of experience in operations management, preferably in a manufacturing setting.
* Proven track record of improving efficiency and productivity.
* Strong analytical and problem-solving skills.
* Excellent communication and leadership skills.
* Knowledge of lean manufacturing principles and practices.

What we offer:

* Competitive salary and benefits package.
* Opportunities for career growth and professional development.
* Collaborative and dynamic work environment.
* Recognition and rewards for outstanding performance.",operations@pumemetals.com,legitimate,0,synthetic_legitimate
Operations Manager,Pune Steel Manufacturers Pvt. Ltd.,"Pune, Maharashtra",₹7-12 LPA,"At Pune Steel Manufacturers Pvt. Ltd., we are committed to delivering high-quality steel products to our customers. We are looking for a highly motivated and experienced Operations Manager to join our team.","About the role:

We are seeking a seasoned Operations Manager to oversee the day-to-day activities of our manufacturing facility. The ideal candidate will have a strong background in operations management, with experience in managing a team of professionals.

Responsibilities:

- Develop and implement operational strategies to improve efficiency and productivity
- Manage a team of production supervisors, quality control inspectors, and maintenance personnel
- Collaborate with cross-functional teams to ensure smooth production and delivery of steel products
- Analyze production data and identify areas for improvement
- Implement cost-saving initiatives and manage budgets
- Ensure compliance with safety, quality, and regulatory standards

Requirements:

- 8 years of experience in operations management, preferably in the manufacturing industry
- Bachelor's degree in Business Administration, Operations Management, or a related field
- Proven track record of improving operational efficiency and productivity
- Strong leadership and communication skills
- Ability to analyze data and make informed decisions
- Experience with ERP systems and production planning software

What we offer:

- Competitive salary range of ₹7-12 LPA
- Opportunities for career growth and professional development
- Collaborative and dynamic work environment
- Comprehensive benefits package, including health insurance and retirement plan
- Stock options and performance-based bonuses
- Access to state-of-the-art equipment and technology",operations@punessteel.com,legitimate,0,synthetic_legitimate
Supply Chain Executive,Rajasthan Ceramics Ltd.,"Ahmedabad, Gujarat, India",₹4–7 LPA,"About the role
We are looking for a highly motivated Supply Chain Executive to join our team. As a Supply Chain Executive, you will be responsible for coordinating and managing the flow of goods, services, and information from raw materials to end customers. Your primary goal will be to ensure that our products are delivered on time, within budget, and meet the required quality standards.","Responsibilities
- Develop and implement supply chain strategies to improve efficiency and reduce costs
- Manage relationships with suppliers, logistics providers, and other stakeholders
- Analyze and interpret data to identify trends and areas for improvement
- Implement process improvements and ensure compliance with regulatory requirements
- Collaborate with cross-functional teams to ensure smooth execution of supply chain activities
Requirements
- 5+ years of experience in supply chain management or a related field
- Bachelor's degree in Supply Chain Management, Logistics, or a related field
- Strong analytical and problem-solving skills
- Excellent communication and negotiation skills
- Ability to work in a fast-paced environment and prioritize multiple tasks
- Proficiency in MS Office, particularly Excel and PowerPoint
- Familiarity with supply chain management software and systems
- Ability to travel up to 20% of the time
- Strong attention to detail and organizational skills
- Ability to work in a team environment and collaborate with cross-functional teams
- Familiarity with Indian logistics and transportation regulations
- Knowledge of SAP or other ERP systems is a plus",hr@rajasthanceramics.com,legitimate,0,synthetic_legitimate
